business_token,transaction_date,entry_type,direction,amount_cents,transaction_status,internal_failure_reason,vendor_name,mcc,mcc_description,merchant_country,pos_data_type,token_wallet_type,pos_data_attended,pos_data_on_premise,card_entry_mode,pin_entered,pan_entry_mode,card_network,avs_result
business_g5oeQtakbRSk,2022-06-13 22:50:37,card,from,33885,SETTLED,,ULINE  *SHIP SUPPLIES,5964,Direct Marketing – Catalog Merchant,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH
business_YwejKRwM773W,2022-06-13 23:10:21,ach_external,from,198000,SETTLED,,SPblmOvueqyYONM0SEs5VBBVgL5NBltcaPlYpWLjkVc=,,,,,,,,,,,,
business_sgTVjfkcmcAt,2022-06-13 23:55:16,card,from,858,SETTLED,,MCDONALD'S F23391,5814,Fast Food Restaurants,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_RR5HKs2b11pT,2022-06-14 0:35:27,card,from,4458,SETTLED,,HARRIS TE 2107 HILLSBO,5411,"Grocery Stores, Supermarkets",USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,TRUE,ICC,MAESTRO,FAIL
business_c5DUbA5jxeVe,2022-06-14 1:19:46,ach_internal,from,300000,SETTLED,,vlALRGhC+mGtAtZ0pAomNCVvVVo9L5Nx0kBMFEir1+s=,,,,,,,,,,,,
business_ShXMUU1ccQnx,2022-06-14 1:56:47,card,from,2000,SETTLED,,CASH APP*CHASE IVOR,4829,Money Orders – Wire Transfer,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_GthGNve4Ku76,2022-06-14 2:44:48,ach_internal,from,58576,SETTLED,,WNbYR3e8awwxX9Efzzbl1uK8W3akxWAsQAAAzX4YYL8=,,,,,,,,,,,,
business_eMsN3azWaHGB,2022-06-14 4:48:22,card,from,9900,SETTLED,,"SPROUT SOCIAL, INC",5045,"Computers, Computer Peripheral Equipment, Software",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH
business_NrfhrFmh4xUq,2022-06-14 9:01:28,card,from,10618,SETTLED,,FS *AHREFS.COM,5734,Computer Software Stores,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_sgTVjfkcmcAt,2022-06-14 11:10:11,ach_external,to,1532250,SETTLED,,ZV9ljMGWhvMyMKNQWMKBQ50RKp2Aq7J2C0GhKl1qJh0=,,,,,,,,,,,,
business_JdqojUMWtYU8,2022-06-14 11:10:15,ach_external,to,183838,SETTLED,,HdHV6OAsWJnnBaYXxOj6bNyLOxZl15nFdJ6r+eOwNqE=,,,,,,,,,,,,
business_xS1GSdvqvGVH,2022-06-14 11:10:15,ach_external,to,155704,SETTLED,,i7Ozt7noEeJ5N/Dqflt01kUao1LXICTuS8YoEzRV3F0=,,,,,,,,,,,,
business_xS1GSdvqvGVH,2022-06-14 11:10:16,ach_external,to,119444,SETTLED,,i7Ozt7noEeJ5N/Dqflt01kUao1LXICTuS8YoEzRV3F0=,,,,,,,,,,,,
business_g5oeQtakbRSk,2022-06-14 11:10:20,ach_external,to,116663,SETTLED,,WcNJ8we3UgEaopTYe8D/tk6/atgvTo9pE2d1uWcJnPw=,,,,,,,,,,,,
business_RR5HKs2b11pT,2022-06-14 11:10:27,ach_external,to,85300,SETTLED,,xMnr70nezv5mnfpBcXPwXe/gXhAfIuFE6wPDwDIQrJA=,,,,,,,,,,,,
business_HWUf2mxY7wyK,2022-06-14 11:11:30,ach_external,from,613200,SETTLED,,a2tbA2IkmOw3+PoRyk8F+PUc74tfLC22CbgD9tptwbk=,,,,,,,,,,,,
business_KDTaVJHbToVf,2022-06-14 11:11:39,ach_external,from,60284,SETTLED,,uf2nrkhV1KX8aVMV0v+R5xU18xadcmUa5YNk7A5J/6g=,,,,,,,,,,,,
business_i3ycBbiYXuC2,2022-06-14 11:12:06,ach_external,from,5000,SETTLED,,ztOy9t8wH6F0N2VwtGstQ8WXpdMYz8GVnFPTxYjJKnc=,,,,,,,,,,,,
business_sgTVjfkcmcAt,2022-06-14 12:03:22,card,from,5527,SETTLED,,THE HOME DEPOT #3007,5200,Home Supply Warehouse Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_sgTVjfkcmcAt,2022-06-14 12:08:03,card,from,10043,SETTLED,,PHILLIPS 66 - UGAS SUN,5542,Automated Fuel Dispensers,USA,POS_TERMINAL,,FALSE,TRUE,PRESENT,FALSE,MAGNETIC_STRIPE,MASTERCARD,FAIL
business_c5DUbA5jxeVe,2022-06-14 13:01:28,card,from,75000,SETTLED,,JAMESNEILSONWATT.COM,7392,"Management, Consulting, and Public Relations Services",NZL,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_pGErY9hkzHwZ,2022-06-14 13:53:38,card,from,124,SETTLED,,ICI*FEE BOSTON WEB PMT,9399,Government Services ( Not Elsewhere Classified),USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH
business_pGErY9hkzHwZ,2022-06-14 13:53:39,card,from,4500,SETTLED,,CITY OF BOSTON PERMIT,9399,Government Services ( Not Elsewhere Classified),USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH
business_pGErY9hkzHwZ,2022-06-14 14:00:08,card,from,8338,SETTLED,,"TOWN OF NATICK, MA",9399,Government Services ( Not Elsewhere Classified),USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH_ZIP_ONLY
business_sgTVjfkcmcAt,2022-06-14 14:23:33,card,from,5716,SETTLED,,THE HOME DEPOT #3009,5200,Home Supply Warehouse Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_sgTVjfkcmcAt,2022-06-14 14:28:48,card,from,657,SETTLED,,QT 623,5541,Service Stations ( with or without ancillary services),USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_M32Gdm6KDCgs,2022-06-14 14:51:06,ach_internal,from,12000,SETTLED,,Sttks+9mMYzRQG5kexleJz2KPpC23Ja3SXRwQsTJKXY=,,,,,,,,,,,,
business_eMsN3azWaHGB,2022-06-14 15:40:55,ach_internal,from,300000,SETTLED,,T+EL1kHzWqfgCVj7yowtLfkvhrOvkBblrarRyjxNAa0=,,,,,,,,,,,,
business_pGErY9hkzHwZ,2022-06-14 15:45:31,card,to,94,SETTLED,,RBT CIRCLE K 07262,6532,,USA,,,,,,,,MASTERCARD,
business_mPhiyWLi1Ete,2022-06-14 16:16:30,card,from,10942,SETTLED,,PACKAGING PRICE,5999,Miscellaneous and Specialty Retail Stores,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH
business_sgTVjfkcmcAt,2022-06-14 17:04:59,card,from,722,SETTLED,,MCDONALD'S F5690,5814,Fast Food Restaurants,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ERROR_MAGNETIC_STRIPE,MASTERCARD,FAIL
business_RR5HKs2b11pT,2022-06-14 17:10:20,ach_external,to,6281,SETTLED,,YgQWljdElOre/nOyDcNFSBOkdwKx0iSHsbn24wwi8Is=,,,,,,,,,,,,
business_GthGNve4Ku76,2022-06-14 17:18:18,card,from,5434,SETTLED,,RIVERTOWN MARATH,5542,Automated Fuel Dispensers,USA,POS_TERMINAL,,FALSE,TRUE,PRESENT,TRUE,ICC,MAESTRO,FAIL
business_M32Gdm6KDCgs,2022-06-14 17:45:18,ach_internal,from,688000,SETTLED,,5tC9XmgddQWi+s9njwT8CP/wGKoGtp63JwvhH5Pm/D0=,,,,,,,,,,,,
business_NrfhrFmh4xUq,2022-06-14 17:48:43,card,from,1000,SETTLED,,VIDIQ PRO,5734,Computer Software Stores,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,FAIL
business_itbYSEMQfZHt,2022-06-14 18:04:01,ach_internal,to,100000,SETTLED,,A7LyQ2X0nPyFD/KQ62G8bPzxrrxn0wIXI7JrPXkMoK8=,,,,,,,,,,,,
business_pGErY9hkzHwZ,2022-06-14 18:31:27,card,from,144804,SETTLED,,CAP WORLD NORTH HAMPTO,5533,"Automotive Parts, Accessories Stores",USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_RR5HKs2b11pT,2022-06-14 19:23:51,card,from,1142,SETTLED,,CHIPOTLE 1946,5814,Fast Food Restaurants,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_pGErY9hkzHwZ,2022-06-14 19:48:16,card,from,6194,SETTLED,,HARBOR FREIGHT TOOLS 7,5251,Hardware Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_c5DUbA5jxeVe,2022-06-14 21:10:11,ach_external,to,16029,SETTLED,,wX/Tpegbn2ET1IsW8MpyMBSldsuWSUW++6NXVbH45Vs=,,,,,,,,,,,,
business_sgTVjfkcmcAt,2022-06-14 22:45:58,card,from,2315,SETTLED,,THE HOME DEPOT #3034,5200,Home Supply Warehouse Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_difo2tnTYTc5,2022-06-14 23:10:21,ach_external,to,9680,SETTLED,,WcNJ8we3UgEaopTYe8D/tk6/atgvTo9pE2d1uWcJnPw=,,,,,,,,,,,,
business_8J874G7wtVS3,2022-06-14 23:27:45,card,to,9825,SETTLED,,SQC*<Cash Out        >,6536,,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MAESTRO,FAIL
business_8J874G7wtVS3,2022-06-14 23:29:09,card,to,7369,SETTLED,,SQC*<Cash Out        >,6536,,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MAESTRO,FAIL
business_8J874G7wtVS3,2022-06-14 23:30:04,card,to,2948,SETTLED,,SQC*<Cash Out        >,6536,,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MAESTRO,FAIL
business_8J874G7wtVS3,2022-06-14 23:30:36,card,to,875,SETTLED,,SQC*<Cash Out        >,6536,,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MAESTRO,FAIL
business_8J874G7wtVS3,2022-06-14 23:32:22,card,from,22590,SETTLED,,GETAROUND* BOOKING,4789,"Transportation Services, Not elsewhere classified)",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH
business_sgTVjfkcmcAt,2022-06-14 23:48:40,atm,from,60300,SETTLED,,QUIKTRIP #652,6011,Financial Institutions – Manual Cash Disbursements,USA,ATM,,FALSE,FALSE,PRESENT,TRUE,ICC,MAESTRO,FAIL
business_NrfhrFmh4xUq,2022-06-15 0:25:21,card,from,1000,SETTLED,,FOUNDRY I,7523,Automobile Parking Lots and Garages,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,MAGNETIC_STRIPE,MASTERCARD,FAIL
business_2CCk7Nc3Vdxg,2022-06-15 0:26:23,card,from,212,SETTLED,,GOOGLE *Google Storage,5818,Digital Goods: Large Digital Goods Merchant,USA,PHONE,,TRUE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_QhSJTyeHL5ga,2022-06-15 0:31:52,card,from,108300,SETTLED,,MELO CREATIVE,7392,"Management, Consulting, and Public Relations Services",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_sgTVjfkcmcAt,2022-06-15 1:05:31,card,from,7568,SETTLED,,TEXAS ROADHOUSE #2350,5812,Eating places and Restaurants,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH_ZIP_ONLY
business_sgTVjfkcmcAt,2022-06-15 1:17:07,card,from,36512,SETTLED,,Cook Portable Warehous,5211,Lumber and Building Materials Stores,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,FAIL
business_v6TuAVst3Sn1,2022-06-15 2:59:02,card,from,1800,SETTLED,,LAZ PARKING 560454,7523,Automobile Parking Lots and Garages,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,MAGNETIC_STRIPE,MASTERCARD,FAIL
business_GthGNve4Ku76,2022-06-15 8:22:49,card,from,19000,SETTLED,,TheKnot/WeddingWire,7399,"Business Services, Not Elsewhere Classified",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,FAIL
business_VgMGGH14iFPx,2022-06-15 9:51:05,card,from,22633,VOIDED,,HOME 2 SUITES MURFRE,3816,Home2Suites,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_M32Gdm6KDCgs,2022-06-15 10:36:52,ach_internal,from,700000,SETTLED,,5tC9XmgddQWi+s9njwT8CP/wGKoGtp63JwvhH5Pm/D0=,,,,,,,,,,,,
business_pGErY9hkzHwZ,2022-06-15 10:57:20,card,from,192,SETTLED,,ICI*FEE BOSTON WEB PMT,9399,Government Services ( Not Elsewhere Classified),USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH
business_pGErY9hkzHwZ,2022-06-15 10:57:21,card,from,7000,SETTLED,,CITY OF BOSTON PERMIT,9399,Government Services ( Not Elsewhere Classified),USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH
business_c5DUbA5jxeVe,2022-06-15 11:10:15,ach_external,to,325574,SETTLED,,bmigdQ6wQIaxICo3I21Zcy9/Oqj7FPaR//wSDay5zyA=,,,,,,,,,,,,
business_g5oeQtakbRSk,2022-06-15 11:10:16,ach_external,to,411751,SETTLED,,WcNJ8we3UgEaopTYe8D/tk6/atgvTo9pE2d1uWcJnPw=,,,,,,,,,,,,
business_vpzTprxfPKrN,2022-06-15 11:10:16,ach_external,to,126100,SETTLED,,8NCZS0l8F4RtIhDuSTv2x2Je6vPrTE73dBjS1V6m1SY=,,,,,,,,,,,,
business_UGVFq2hebydM,2022-06-15 11:10:20,ach_external,to,90026,SETTLED,,XodbyQo2AUd7Xt9NdkDL93SDlxs3NfrLEVsxJa3WjEk=,,,,,,,,,,,,
business_9QxQKRN9z8Bg,2022-06-15 11:10:22,ach_external,to,84970,SETTLED,,2B1Ch7kyKND2eUxTzAqDsgJDpGLOdI8O+eydGQ01F8k=,,,,,,,,,,,,
business_QhSJTyeHL5ga,2022-06-15 11:10:27,ach_external,to,40752,SETTLED,,WcNJ8we3UgEaopTYe8D/tk6/atgvTo9pE2d1uWcJnPw=,,,,,,,,,,,,
business_CSUwH5xmvpYe,2022-06-15 11:10:34,ach_external,to,36000,SETTLED,,H+mJ6mcnY0BjmcPXJhSARw0Jw8wtQbKcR5AuhtvPbAk=,,,,,,,,,,,,
business_RR5HKs2b11pT,2022-06-15 11:10:48,ach_external,to,17209,SETTLED,,YgQWljdElOre/nOyDcNFSBOkdwKx0iSHsbn24wwi8Is=,,,,,,,,,,,,
business_HWUf2mxY7wyK,2022-06-15 11:11:12,ach_external,from,446000,SETTLED,,SPblmOvueqyYONM0SEs5VBBVgL5NBltcaPlYpWLjkVc=,,,,,,,,,,,,
business_c5DUbA5jxeVe,2022-06-15 11:11:14,ach_external,from,83500,SETTLED,,jkJZX3+GtWQbzeZAH8hQM68I23YMvud9XpNP1nbs7rQ=,,,,,,,,,,,,
business_HWUf2mxY7wyK,2022-06-15 11:11:19,ach_external,from,45344,SETTLED,,ZsfH0b60DI3L9UXEPfV+WVs2GHVmVy+yKc9spHUeSDI=,,,,,,,,,,,,
business_sgTVjfkcmcAt,2022-06-15 11:11:45,ach_external,from,5411,SETTLED,,2ZaaJJessVIzSO6oQ/m1PU2kaXVkwZDcum+6iM1Okrg=,,,,,,,,,,,,
business_sgTVjfkcmcAt,2022-06-15 12:01:07,card,from,558,SETTLED,,QT 627,5541,Service Stations ( with or without ancillary services),USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_eHygkSRP62iz,2022-06-15 12:39:58,card,from,2000,SETTLED,,SQUARESPACE INC.,7372,"Computer Programming, Integrated Systems Design and Data Processing Services",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH_ZIP_ONLY
business_sgTVjfkcmcAt,2022-06-15 13:03:58,card,from,18800,SETTLED,,METROPCS MOBILE WEB,4814,"Fax services, Telecommunication Services",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH_ZIP_ONLY
business_sgTVjfkcmcAt,2022-06-15 13:08:37,card,from,10499,SETTLED,,WU *0746228889,6540,,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_pGErY9hkzHwZ,2022-06-15 14:05:21,card,from,19709,SETTLED,,THE HOME DEPOT #2623,5200,Home Supply Warehouse Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_pGErY9hkzHwZ,2022-06-15 14:54:36,card,from,8499,SETTLED,,HARBOR FREIGHT TOOLS 3,5251,Hardware Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_mPhiyWLi1Ete,2022-06-15 14:54:39,card,from,11679,SETTLED,,POSTAGE GOSHIPPO.COM,7399,"Business Services, Not Elsewhere Classified",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH
business_RR5HKs2b11pT,2022-06-15 16:05:44,card,from,362,SETTLED,,LIDL #1432,5411,"Grocery Stores, Supermarkets",USA,POS_TERMINAL,,FALSE,TRUE,PRESENT,TRUE,ICC,INTERLINK,FAIL
business_pGErY9hkzHwZ,2022-06-15 16:12:28,card,from,1483,SETTLED,,DUNKIN #339015 Q35,5814,Fast Food Restaurants,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_pGErY9hkzHwZ,2022-06-15 16:12:43,card,from,5000,SETTLED,,THUMBTACK 5043913958,7311,Advertising Services,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_sgTVjfkcmcAt,2022-06-15 16:27:35,card,from,7540,SETTLED,,THE HOME DEPOT #3013,5200,Home Supply Warehouse Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_sgTVjfkcmcAt,2022-06-15 16:42:51,card,from,1258,SETTLED,,Subway 27191,5814,Fast Food Restaurants,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_g5oeQtakbRSk,2022-06-15 17:03:33,ach_internal,from,55000,SETTLED,,f5hQascmDg4H9EsScR3mZzkbEzpF/0yNJHhmdBaw96E=,,,,,,,,,,,,
business_knfkEhWXdzbh,2022-06-15 17:10:07,ach_external,to,2000000,SETTLED,,3qFaIpYSgKdPyvwcGP1ts3ZkC3DizAfPlQLbCjNLvvs=,,,,,,,,,,,,
business_eMsN3azWaHGB,2022-06-15 17:12:26,ach_internal,from,100000,SETTLED,,T+EL1kHzWqfgCVj7yowtLfkvhrOvkBblrarRyjxNAa0=,,,,,,,,,,,,
business_eMsN3azWaHGB,2022-06-15 18:00:19,card,from,1299,SETTLED,,CANVA* I03452-23279261,7221,Photographic Studios,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_g5oeQtakbRSk,2022-06-15 18:18:19,card,from,21732,SETTLED,,EASYSHIP.COM,4215,"Courier Services – Air or Ground, Freight forwarders",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH_ZIP_ONLY
business_g5oeQtakbRSk,2022-06-15 18:28:55,card,from,794,SETTLED,,EASYSHIP.COM,4215,"Courier Services – Air or Ground, Freight forwarders",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH_ZIP_ONLY
business_g5oeQtakbRSk,2022-06-15 18:31:02,card,from,35500,SETTLED,,CASH APP*JOMAR OCTA,5399,Misc. General Merchandise,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_g5oeQtakbRSk,2022-06-15 18:43:58,card,from,856,SETTLED,,EASYSHIP.COM,4215,"Courier Services – Air or Ground, Freight forwarders",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH_ZIP_ONLY
business_mPhiyWLi1Ete,2022-06-15 18:50:49,card,from,8557,SETTLED,,TRACTOR SUPPLY #153,5599,Miscellaneous Auto Dealers,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_g5oeQtakbRSk,2022-06-15 19:08:52,card,from,1067,SETTLED,,EASYSHIP.COM,4215,"Courier Services – Air or Ground, Freight forwarders",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH_ZIP_ONLY
business_eMsN3azWaHGB,2022-06-15 19:20:53,card,from,31200,SETTLED,,TURBOTAX PAYMENT,5734,Computer Software Stores,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,FAIL
business_pGErY9hkzHwZ,2022-06-15 19:34:58,card,from,10876,SETTLED,,SUNOCO 0005177113  QPS,5542,Automated Fuel Dispensers,USA,POS_TERMINAL,,FALSE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_UGVFq2hebydM,2022-06-15 19:57:14,card,from,695,SETTLED,,ARCPNW TACOMA,2741,Miscellaneous Publishing and Printing,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,FAIL
business_ShXMUU1ccQnx,2022-06-15 20:03:11,card,from,7795,SETTLED,,AMERICA'S BEST # 5166,8043,"Opticians, Opticians Goods and Eyeglasses",USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_g5oeQtakbRSk,2022-06-15 20:03:42,card,from,754,SETTLED,,EASYSHIP.COM,4215,"Courier Services – Air or Ground, Freight forwarders",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH_ZIP_ONLY
business_sgTVjfkcmcAt,2022-06-15 20:12:43,card,from,7791,SETTLED,,THE HOME DEPOT #3013,5200,Home Supply Warehouse Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_NrfhrFmh4xUq,2022-06-15 21:07:03,card,from,3000,SETTLED,,PAYPAL *THE COMMUNE,8699,Membership Organizations ( Not Elsewhere Classified),USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH
business_Yv5YsyzAb6Be,2022-06-15 21:35:11,ach_internal,from,15000,SETTLED,,kruO+4atY8fAuR/M+OlsauTuEgscH6RQJpNuWAod3cA=,,,,,,,,,,,,
business_difo2tnTYTc5,2022-06-15 23:10:09,ach_external,to,9680,SETTLED,,WcNJ8we3UgEaopTYe8D/tk6/atgvTo9pE2d1uWcJnPw=,,,,,,,,,,,,
business_sgTVjfkcmcAt,2022-06-15 23:27:08,atm,from,40300,SETTLED,,QUIKTRIP 629R,6011,Financial Institutions – Manual Cash Disbursements,USA,ATM,,FALSE,FALSE,PRESENT,TRUE,ICC,MAESTRO,FAIL
business_sgTVjfkcmcAt,2022-06-15 23:36:38,card,from,9366,SETTLED,,QT 629,5542,Automated Fuel Dispensers,USA,POS_TERMINAL,,FALSE,TRUE,PRESENT,TRUE,ICC,MASTERCARD,FAIL
business_sgTVjfkcmcAt,2022-06-15 23:39:10,card,from,238,SETTLED,,QT 629,5541,Service Stations ( with or without ancillary services),USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_mPhiyWLi1Ete,2022-06-16 0:01:46,card,from,10146,SETTLED,,POSTAGE GOSHIPPO.COM,7399,"Business Services, Not Elsewhere Classified",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH
business_g5oeQtakbRSk,2022-06-16 0:48:22,card,from,40000,SETTLED,,VENMO,4829,Money Orders – Wire Transfer,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_RR5HKs2b11pT,2022-06-16 1:02:06,card,from,42960,SETTLED,,SP LASH BOX LA,5999,Miscellaneous and Specialty Retail Stores,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH
business_NrfhrFmh4xUq,2022-06-16 1:15:59,card,from,1073,SETTLED,,CALENDLY,5734,Computer Software Stores,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_GthGNve4Ku76,2022-06-16 1:43:43,card,from,2221,SETTLED,,THE DARKROOM,7221,Photographic Studios,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH
business_sgTVjfkcmcAt,2022-06-16 2:55:07,card,from,5499,SETTLED,,WU *6137014857,6540,,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_VgMGGH14iFPx,2022-06-16 7:22:15,card,from,2500,VOIDED,,HOME 2 SUITES MURFRE,3816,Home2Suites,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,MANUAL,MASTERCARD,FAIL
business_sgTVjfkcmcAt,2022-06-16 11:10:11,ach_external,to,366750,SETTLED,,ZV9ljMGWhvMyMKNQWMKBQ50RKp2Aq7J2C0GhKl1qJh0=,,,,,,,,,,,,
business_g5oeQtakbRSk,2022-06-16 11:10:23,ach_external,to,140378,SETTLED,,WcNJ8we3UgEaopTYe8D/tk6/atgvTo9pE2d1uWcJnPw=,,,,,,,,,,,,
business_c5DUbA5jxeVe,2022-06-16 11:10:29,ach_external,to,33061,SETTLED,,bmigdQ6wQIaxICo3I21Zcy9/Oqj7FPaR//wSDay5zyA=,,,,,,,,,,,,
